,gamma,phi,eta,L,t,biscuit,r
85,0.0674001078826836,1.523974460261055,0.0009956646143515,0.0033653231660648,20.358477768266354,Rich Tea,3.5088692447635936e-07
86,0.0481617705385859,1.5617709393018078,0.0010034026479694,0.001455522106168,22.459124431162927,Hobnob,4.63070567380267e-07
87,0.0663179168525261,1.2450963067432654,0.0010070132956066,0.0059396131197093,11.548749654576076,Rich Tea,2.423829102753534e-07
88,0.0702603389016185,1.4729133882311276,0.0010037426995308,0.0056777751276998,22.526945577607695,Hobnob,4.204342013425531e-07
89,0.0749839525662541,1.3590006169136255,0.0010129585862859,0.0109479262391915,20.817931180588403,Digestive,2.903115312487937e-07
90,0.0567975307484834,1.5333145599062947,0.0010179269050747,0.003274888540787,29.543043535835057,Hobnob,2.5849775801864305e-07
91,0.060214179175798,1.4705519416954114,0.001012339512721,0.0048179503564378,24.366904810018237,Rich Tea,2.851825136534696e-07
92,0.0790643582859755,1.453548595951271,0.0009995008810075,0.0088568114228705,28.19872663286572,Hobnob,5.97757132143619e-07
93,0.0702218159392479,1.4315420892753088,0.0009935792076535,0.0055808021613266,16.760309502772852,Rich Tea,8.036015558456611e-07
94,0.0869714729054991,1.2536750846839044,0.0009960749361211,0.0114648848537915,15.03604449253686,Hobnob,8.36407635711603e-07
95,0.0619976786113215,1.532510865504528,0.0009961562344991,0.0034754098643927,19.881144913912973,Hobnob,3.476707540402633e-07
96,0.0874684835728204,1.4724976729096415,0.0009866540000669,0.0057915315343198,16.41906333472553,Hobnob,4.65503248331278e-07
97,0.0676996294341641,1.397955314688525,0.0010144813731928,0.0100852544462983,24.852321564019118,Digestive,7.286919285253125e-07
98,0.0857616654289477,1.5058524237972384,0.0010082865830179,0.0045311364740364,24.101639803267144,Rich Tea,8.773565021586719e-07
99,0.0733575037482566,1.4652279050636716,0.0009992912661286,0.0057936569000723,10.075642704338728,Digestive,7.655886939577642e-07
100,0.0656903467604363,1.4039363804615084,0.0009785950725876,0.0078527768325012,20.055388858288133,Hobnob,4.936484654062183e-07
101,0.0832198774764089,1.5628624059676084,0.0009987827579781,0.0014381151384808,19.80391494925346,Rich Tea,3.09334627465361e-07
102,0.0569027624566091,1.5133541108765003,0.0009747978781778,0.0047922438899799,29.34311385687877,Hobnob,8.671562738811305e-07
103,0.0638394439541297,1.2829068878678938,0.0009977934317189,0.0101284540549527,29.630642862412824,Rich Tea,7.142470944406866e-07
104,0.0939290101320427,1.5359388059497696,0.0009939112682991,0.0049875538227943,17.392715348543234,Digestive,8.513776266648351e-07
105,0.0703035813858315,1.2528573251285997,0.0009876289037374,0.0097672263715187,10.686501170783751,Digestive,7.054330331811235e-07
106,0.0635080434106261,1.295576683702849,0.0010044992629184,0.0070100703254227,18.08357358948925,Rich Tea,2.973013194955682e-07
107,0.0847843512978386,1.352919759305827,0.0010027834850682,0.0048456099580815,11.544445544604557,Rich Tea,2.3169157082884875e-07
108,0.0644837916199921,1.4792727612947305,0.0009864128006949,0.0054922598089348,12.552719959773135,Digestive,4.555669373309658e-07
109,0.0831398431864512,1.4354457570642338,0.0010075033407217,0.0069424835410142,26.761801656264904,Rich Tea,3.461879136147449e-07
110,0.0877662179970172,1.503873194108397,0.0010122482095527,0.0067991425397452,20.794223879352245,Digestive,3.975376692274487e-07
111,0.0654474156976831,1.445096684636153,0.0009904054220409,0.0074118286087356,27.31612691146172,Hobnob,4.759836346044865e-07
112,0.0783215168431734,1.45090463810816,0.0009983808832163,0.0041290871634185,14.4801300453646,Rich Tea,4.758652020424237e-07
113,0.0834028246238287,1.5332727313284882,0.0010031565892474,0.0025890437339006,13.088874577528497,Rich Tea,2.3169307978171506e-07
114,0.0791931369878163,1.233206533945498,0.0010066418653933,0.0143569484816425,21.33079335207274,Digestive,2.8009596743954e-07
115,0.0701651368900479,1.5317786923377683,0.0009845334125776,0.002746473189877,20.077679082795296,Rich Tea,4.952675307190948e-07
116,0.0780353732127417,1.5102952568102466,0.0010130344189966,0.0045729327917846,11.980188644648251,Digestive,7.698580594303742e-07
117,0.0822755889561351,1.5600414132078162,0.0009989146563614,0.0019844808635941,10.421566278018728,Digestive,3.229595343007268e-07
118,0.080726547350817,1.447158679735279,0.001000307355186,0.0077226536808007,15.914148768277048,Digestive,2.218400462356027e-07
119,0.073593090417064,1.4608095526108762,0.0009899034477111,0.006967928081146,24.370986421125355,Hobnob,4.939518383762663e-07
120,0.0730827455144074,1.4655090600189722,0.0010184990052203,0.0086806013890734,24.504147646318277,Digestive,3.758735218910986e-07
121,0.0770127867235533,1.439404478426226,0.0010054579932522,0.0060446675415977,23.00950729259621,Rich Tea,4.658311863626776e-07
122,0.080828756114794,1.461056329690426,0.0009998386651574,0.0070296838285146,15.10593326243578,Digestive,7.308079329062444e-07
123,0.0739185110843616,1.4480659752442322,0.000976011458016,0.0102222966483614,26.661821925460067,Digestive,5.198829657212957e-07
124,0.0710600699611901,1.2774130594405029,0.0010032701440899,0.0123194902264824,24.53583946664408,Hobnob,8.866491641324551e-07
125,0.0913603073913285,1.3482000019622429,0.0009923407012613,0.0070310021377512,17.68572584145184,Rich Tea,3.658394271067877e-07
126,0.0592655397635595,1.3375446735175782,0.0010066240562547,0.0086507034679047,23.893006704526336,Hobnob,4.23402583980441e-07
127,0.0683144560270848,1.4940201941260516,0.0009982120881642,0.0059357516611723,27.610939517139204,Hobnob,4.700559410153252e-07
128,0.0722743149236533,1.3384063496362035,0.0010017220537019,0.0133014417437348,25.14246559837247,Digestive,5.329316471609569e-07
129,0.0696918913821276,1.285941174887568,0.0009904249619285,0.0110581105120407,15.36354498325271,Digestive,8.707153762679725e-07
130,0.0736656713409664,1.4406476196853872,0.0010077778939622,0.0073331512138824,18.840778761853077,Hobnob,3.290676657869861e-07
131,0.0626899956565466,1.5303415850166595,0.0010098947903528,0.0024547899977222,13.655331278427624,Rich Tea,3.60241589299291e-07
132,0.0779620895707195,1.2806334825957637,0.0009981578308592,0.0111372929737736,26.705675959906745,Hobnob,7.511462882284158e-07
133,0.0669372421109503,1.4235871771900936,0.0009934666089561,0.0060635387347649,16.935988634234544,Hobnob,3.570269935182238e-07
134,0.0801127650980952,1.5016290835812047,0.0009835245565683,0.006343464812656,28.297815721200347,Hobnob,7.602498181002202e-07
135,0.0747049260051772,1.2975832073984974,0.0010099503690296,0.0084708988054191,25.19314076676747,Rich Tea,7.698580594303742e-07
136,0.0693436709720462,1.5607189744926824,0.0010012395432835,0.0013463987644663,16.743950513288844,Rich Tea,3.0908632404062765e-07
137,0.0866772477868064,1.3169101814596345,0.0010049725828999,0.0110862351618179,23.258561993467836,Hobnob,3.685956570587328e-07
138,0.0840027696391383,1.5345572933079137,0.0010105573039115,0.0025719987751309,12.963557378690435,Rich Tea,8.302887665321071e-07
139,0.052848874993336,1.503117481584362,0.000996308682394,0.0040227283545634,18.909248079271123,Hobnob,8.854791601156802e-07
140,0.0673058496052893,1.4668681329820434,0.0010001710583233,0.0053770680660691,23.987856867365416,Rich Tea,3.462955527494354e-07
141,0.0686146139225152,1.2523595549510356,0.0010185271908846,0.0100481319091587,26.01097880384503,Rich Tea,4.700559410153252e-07
142,0.07879914132281,1.2416616523332509,0.0010021644350082,0.0100838358030498,21.66741436913626,Rich Tea,8.642544458857651e-07
143,0.0727102037959871,1.566603496749449,0.0010195169386486,0.0014606900157721,29.07744651139792,Hobnob,3.0282168337468537e-07
144,0.0583141035569707,1.3315922635706043,0.0010072921839983,0.0110943841836905,29.145785403504824,Hobnob,6.029231624768917e-07
145,0.0785646739890139,1.542858667195145,0.0009969529627265,0.0022068594641411,10.148464514341196,Rich Tea,4.297786970529531e-07
146,0.0774408064583677,1.5547643503418187,0.001006156216114,0.0021443796923743,23.46181612084446,Rich Tea,8.089022781875185e-07
147,0.0860355005196343,1.3623047141022364,0.0010046875518247,0.0115941530870555,27.849150413777725,Hobnob,7.471626295752288e-07
148,0.0701860237131862,1.465452446935387,0.0010134644637561,0.0055832465954539,14.092273177222744,Hobnob,6.103278944678709e-07
149,0.0707809188803001,1.4488513665214302,0.0009985945589864,0.0053936575952039,20.96995177853918,Rich Tea,7.279229921510096e-07
150,0.0728289133176437,1.409953897610188,0.0010102932078726,0.0092489492522906,27.3611419311688,Hobnob,7.790934811044648e-07
151,0.0677655412900669,1.481753807493787,0.0010012528408343,0.0031077882617256,10.812675492213756,Rich Tea,3.249698073836138e-07
152,0.0545001416993124,1.4082281894346589,0.000984704837399,0.0056303603194655,18.757140197964524,Rich Tea,5.75804680959171e-07
153,0.0848696030296443,1.5392674941639632,0.0010048727032958,0.0023955538586285,12.121638820473269,Rich Tea,3.635748223667312e-07
154,0.10062035816519,1.4858604718966355,0.0010180221403713,0.0094818728372686,25.66396689748803,Digestive,4.6269861817284125e-07
155,0.0780351101085007,1.1926193376954868,0.0009956157380659,0.0071836642375138,11.003530987699415,Rich Tea,7.702820291729785e-07
156,0.0678565686009034,1.481873618840624,0.0010009886369151,0.0037671138780912,12.60523255421807,Rich Tea,4.426962967391943e-07
157,0.0805595183108673,1.477925223865344,0.0010014350118495,0.0051757865729422,12.83310991651044,Hobnob,8.119493164688613e-07
158,0.0712957696099023,1.4663988860808663,0.0009838146992827,0.0063867805662071,14.464856546025796,Digestive,8.621757599330621e-07
159,0.0921742493602997,1.3560036445049617,0.0009951126686561,0.0119031360204447,20.11989162344254,Digestive,2.6342764214172295e-07
160,0.068174428867485,1.4914518292783958,0.0010093671761826,0.0044636477430943,13.472775418737031,Hobnob,4.718102686230014e-07
161,0.0834312319533309,1.357924943228123,0.0010142748867945,0.0102952277709227,26.686287920155603,Hobnob,3.3991568489969585e-07
162,0.0700941816131038,1.5034347751281545,0.0010018297039894,0.0058999531789308,24.20114813058593,Hobnob,5.139871263697958e-07
163,0.0757292742248342,1.3885990368027656,0.0009964545607164,0.0078033035192659,23.747561929418698,Rich Tea,7.973967430314282e-07
164,0.0620646531789479,1.4616402010332252,0.0010084027628896,0.0073037042845584,18.374501186643062,Digestive,7.42923923848365e-07
165,0.0700808276580895,1.3642789201592425,0.001014055289853,0.0111524143681507,20.618066891314463,Digestive,7.659734852625499e-07
166,0.0890611263600013,1.4573129916138363,0.0009851729090788,0.0042899448807813,15.05053068559188,Rich Tea,8.009527155607407e-07
167,0.0681422837270835,1.481912986097674,0.0010052373284961,0.004610976532327,18.737827449439276,Rich Tea,3.742770594980285e-07
168,0.0690810050191341,1.4870856587183152,0.001013512298667,0.0049397755666757,10.12244682608873,Digestive,4.147494845958957e-07
169,0.0802628233196992,1.5356082923831618,0.001003433316629,0.0032169674708518,13.355900782662724,Hobnob,2.605226696173931e-07
170,0.0648390990300829,1.5274573457155278,0.0010038929319049,0.0040330582431636,29.517499701813087,Rich Tea,4.100691624192738e-07
171,0.074895348096522,1.3876312811993632,0.0009800049776167,0.0099823537539268,29.63692310408589,Hobnob,7.24362188093783e-07
172,0.0737480341295287,1.3993364282745318,0.0009954086317538,0.0122114135595575,27.994331222680625,Digestive,2.81039679041454e-07
173,0.0701845040080613,1.4448471032604042,0.0009869864048355,0.003924299366807,13.168098222527982,Rich Tea,3.2574468718722585e-07
174,0.0626205905985149,1.3028650441503382,0.0010127442110126,0.0086915832880828,20.295814718147145,Hobnob,4.59687862703427e-07
175,0.0791214068117645,1.322755215661672,0.0009914001988481,0.0148499303974023,29.40762470335028,Digestive,7.821553748287343e-07
176,0.0633393482835041,1.4782241502377182,0.0010072495034074,0.0041465816433963,12.248302794855045,Hobnob,7.680616661648442e-07
177,0.0669481907886199,1.3861075764287127,0.0009914619144814,0.0086584505925938,24.91427548618248,Hobnob,7.60620918658658e-07
178,0.0691386042812796,1.530533809645391,0.0010068039317934,0.0046689762558831,18.795273196338847,Digestive,2.899705574871697e-07
179,0.080887530055923,1.4154969560881998,0.0010087649395215,0.00525629431498,14.25554525775832,Rich Tea,3.22882162034498e-07
180,0.0874702877466434,1.3990509135629183,0.0010073278534982,0.0072638646797466,13.139462796237147,Hobnob,8.3340131159165e-07
181,0.0849564313255687,1.5600742417846851,0.0010087788156863,0.0023388383651557,23.53503014899364,Hobnob,2.1333354254714305e-07
182,0.0436803164791947,1.3185192799449634,0.0009988651157477,0.0051240841064556,20.94093448718339,Rich Tea,7.949636843261344e-07
183,0.0764031915334429,1.520643932574466,0.0009955169000484,0.0042588181066578,15.628147530641357,Hobnob,7.354333892766545e-07
184,0.08478705386526,1.5000499230689908,0.000986190963997,0.0053102914849262,28.64938529411117,Rich Tea,5.486762851964883e-07
185,0.0740505925260333,1.4723524214968269,0.0009997761989573,0.0054595277453539,28.78503030612522,Rich Tea,2.911893457466177e-07
186,0.0768921927548346,1.5311767353262502,0.000980416412209,0.0035900339823898,28.348508487778837,Rich Tea,6.124517960137733e-07
187,0.0930419911127671,1.3819450609284425,0.0009903324062836,0.0101610752021439,24.052573313015728,Hobnob,7.452567272380535e-07
188,0.0873028293881061,1.3883397604445646,0.0009883883438226,0.0098722009988283,25.868232226257568,Hobnob,4.723671296548504e-07
189,0.0719907234683819,1.4371478208960844,0.0010040004809127,0.0067141970002102,29.71904283334939,Rich Tea,3.70373942995277e-07
190,0.0684280659775306,1.3719723046831056,0.0010126937811028,0.0107833870733354,22.48683631035684,Digestive,7.614779675834529e-07
191,0.0830503735208934,1.3446272926016491,0.0010096074495896,0.0118718043456013,19.89754414645052,Digestive,5.894819299286022e-07
192,0.0838580100541144,1.318188932903677,0.0009957402098008,0.0063819922166601,10.29566530363814,Rich Tea,3.5415091017865306e-07
193,0.0832400879014734,1.408247327738874,0.0009804912052313,0.0064341929364122,14.02359169897393,Hobnob,3.377957133983181e-07
194,0.0537546449849061,1.5328861896421688,0.0010059147637791,0.0035332080605596,28.992682758857363,Hobnob,5.97630015360114e-07
195,0.0701594488465629,1.235771978915922,0.0009921233603611,0.0133286644025703,29.211827077393835,Hobnob,3.146384286830204e-07
196,0.0853208688394855,1.474187536135521,0.0009873039273901,0.0054698452105387,25.72687754932125,Rich Tea,2.811799967265042e-07
197,0.083796419674298,1.461075451991871,0.0009968056568775,0.0047071248331904,12.058548799904482,Hobnob,5.763207120895434e-07
198,0.0775573369799297,1.1505374242474766,0.0009910551278821,0.0156568078187284,29.01715266352408,Hobnob,7.040752741949083e-07
199,0.0813873130094845,1.521414645971756,0.0010040392530368,0.0043204367622005,10.303422290789168,Digestive,6.642660025974845e-07
200,0.0833597697675584,1.3308462175997962,0.0010025571963497,0.0088221961174376,27.455874767634374,Rich Tea,7.797960613605848e-07
201,0.0768147137724787,1.4635399713210235,0.0009969858522332,0.0047922026463177,11.267977645542947,Hobnob,5.518377305382778e-07
202,0.0756194415115325,1.4322570616620165,0.0010072958590629,0.0071614265180444,12.25210759024321,Digestive,1.9421582177243386e-07
203,0.0787902543812481,1.4846274883274837,0.0010000858948568,0.0029551749877686,14.362464860942016,Rich Tea,3.451761896741599e-07
204,0.06627221555861,1.411486413021891,0.0010035199147852,0.0106076026011856,27.528540902483588,Digestive,7.69313686272661e-07
205,0.0847007845493143,1.5605940702191732,0.0009969191318696,0.0015923031340195,15.031845716121406,Hobnob,3.279005758885931e-07
206,0.0826350488848565,1.5419027340522662,0.0010259374430156,0.005002172822496,29.206897099783284,Digestive,3.215840932840383e-07
207,0.066869758528042,1.3624672531016344,0.0010086015914358,0.0091060071505312,23.41485472211757,Hobnob,8.786670019480591e-07
208,0.0709835947216443,1.5524951516245542,0.0009819953151561,0.001776639036204,10.84903678298902,Hobnob,4.293578195811919e-07
209,0.0725045882328291,1.1351707596811678,0.000994757674779,0.0132827619979586,27.13202145587935,Hobnob,8.205626135915556e-07
210,0.0687287237800388,1.404753807660504,0.0009930913611137,0.0057295321583023,23.02869222696646,Rich Tea,3.60241589299291e-07
211,0.0690186782903417,1.5135159392017288,0.0009885813462412,0.0040742243959222,14.23416109602275,Hobnob,3.183787171635625e-07
212,0.0834848101947612,1.4757359996871025,0.001004756094338,0.0062235890510803,29.281925451184943,Rich Tea,8.659593212700858e-07
213,0.0758758615305374,1.5530218032326848,0.0009927372844142,0.0023729769145635,28.24918703146301,Rich Tea,2.8533709005432405e-07
214,0.0714352194998283,1.4667196686735802,0.0010066599718257,0.0034281066006223,14.689255922764898,Rich Tea,2.218400462356027e-07
215,0.0792295334915035,1.4400302212504623,0.0009820470897091,0.0061018346929837,19.56189758271292,Hobnob,7.339676375331621e-07
216,0.0770388118515394,1.5005195778385605,0.0010085555377371,0.0055437571220015,21.78297281120331,Hobnob,8.343526051606491e-07
217,0.0680350799449837,1.4319760078775194,0.0009997270843719,0.0039635680408378,11.432519590519773,Rich Tea,2.955675666473473e-07
218,0.0605723120274107,1.5168226039628316,0.0009953431478749,0.0046616480943326,16.87711400558993,Digestive,8.821627631391402e-07
219,0.0693776666178643,1.498172190682433,0.0009890943672879,0.0073201626736015,27.043530586790315,Digestive,3.192128677430637e-07
220,0.0746078304658579,1.3668741440085956,0.0010159202748745,0.0115908323676444,20.133407465842065,Digestive,3.098629563708414e-07
221,0.0854748363765335,1.353251572683047,0.001007755039548,0.0129553086405211,20.32986476348724,Digestive,8.264755515400926e-07
222,0.0548213786208066,1.469213669588307,0.0010138242152514,0.0067156680966248,20.48076055723604,Digestive,8.06503928744846e-07
